Student_ID,Hours_Studied,Attendance_Pct,Past_Grade,Teacher_Notes,Handwritten_Grade_Label,Student_Category,Final_Score
1292,1.3,71.2,44.8,Frequently distracted during lectures and needs significant improvement in fundamentals.,4,Dropout Risk,36.0
1293,8.4,68.3,74.0,Shows excellent analytical thinking.,9,Average,90.9
1294,4.2,80.7,94.5,Active participant and eager to learn and outstanding performance this semester.,0,Average,70.7
1295,2.1,60.2,63.8,Inconsistent attendance affecting performance.,3,Dropout Risk,45.9
1296,5.7,60.3,57.8,Demonstrates great understanding of core concepts but finds it difficult to keep up with the pace.,5,Average,59.0
1297,7.9,68.8,48.6,Demonstrates great understanding of core concepts but frequently distracted during lectures.,3,Average,74.3
1298,2.9,61.5,49.1,Inconsistent attendance affecting performance and needs significant improvement in fundamentals.,6,Dropout Risk,48.4
1299,6.6,64.3,66.0,Demonstrates great understanding of core concepts but finds it difficult to keep up with the pace.,6,Average,62.6
1300,1.8,73.6,75.7,Outstanding performance this semester but struggling with algebra concepts.,5,Average,64.8
1301,1.5,92.1,44.8,Needs significant improvement in fundamentals but active participant and eager to learn.,8,Average,54.3
1302,5.8,82.9,96.4,Highly engaged in class discussions and shows excellent analytical thinking.,1,Average,86.3
1303,5.9,80.5,85.3,Demonstrates great understanding of core concepts and highly engaged in class discussions.,9,Average,82.4
1304,6.7,71.7,75.2,Demonstrates great understanding of core concepts and outstanding performance this semester.,7,Average,87.2
1305,7.5,97.3,89.7,Highly engaged in class discussions and shows excellent analytical thinking.,7,Top 5%,100.0
1306,9.8,75.9,44.8,Frequently distracted during lectures but shows excellent analytical thinking.,9,Average,71.5
1307,5.6,63.5,68.6,Inconsistent attendance affecting performance but shows excellent analytical thinking.,3,Average,74.4
1308,3.9,84.7,77.8,Highly engaged in class discussions and outstanding performance this semester.,5,Average,72.1
1309,8.2,64.6,89.7,Outstanding performance this semester but inconsistent attendance affecting performance.,5,Average,86.3
1310,3.4,73.8,87.0,Outstanding performance this semester.,4,Average,60.5
1311,5.0,80.3,56.6,Highly engaged in class discussions.,0,Average,63.2
1312,1.7,95.0,96.5,Struggling with algebra concepts but highly engaged in class discussions.,2,Average,69.0
1313,1.2,79.7,47.5,Struggling with algebra concepts and frequently distracted during lectures.,6,Dropout Risk,51.3
1314,9.7,88.1,92.5,Active participant and eager to learn and shows excellent analytical thinking.,7,Top 5%,100.0
1315,8.5,99.7,98.3,Active participant and eager to learn and outstanding performance this semester.,1,Average,88.7
1316,7.3,65.3,50.6,Shows excellent analytical thinking but needs significant improvement in fundamentals.,2,Average,65.1
1317,4.7,71.0,83.3,Outstanding performance this semester.,3,Average,76.6
1318,2.6,75.8,42.4,Frequently distracted during lectures.,4,Dropout Risk,47.7
1319,2.4,76.9,64.3,Inconsistent attendance affecting performance.,2,Average,60.9
1320,3.3,76.4,71.0,Needs significant improvement in fundamentals but highly engaged in class discussions.,4,Average,64.5
1321,5.9,96.3,74.8,Consistently submits assignments on time and demonstrates great understanding of core concepts.,7,Average,81.3
1322,7.4,88.6,96.2,Demonstrates great understanding of core concepts and outstanding performance this semester.,7,Average,89.7
1323,6.9,84.3,80.3,Active participant and eager to learn and demonstrates great understanding of core concepts.,1,Average,75.6
1324,3.5,72.4,68.9,Frequently distracted during lectures but demonstrates great understanding of core concepts.,5,Average,56.0
1325,9.6,93.0,88.6,Outstanding performance this semester and shows excellent analytical thinking.,3,Top 5%,100.0
1326,7.6,98.2,97.0,Shows excellent analytical thinking and consistently submits assignments on time.,8,Top 5%,95.1
1327,6.0,92.8,41.3,Needs significant improvement in fundamentals but shows excellent analytical thinking.,9,Average,64.7
1328,6.5,60.1,99.0,Outstanding performance this semester but finds it difficult to keep up with the pace.,1,Average,78.2
1329,4.8,85.5,45.2,Highly engaged in class discussions but needs significant improvement in fundamentals.,7,Average,58.9
1330,3.2,62.0,88.9,Finds it difficult to keep up with the pace but outstanding performance this semester.,0,Average,70.7
1331,4.2,70.3,56.8,Needs significant improvement in fundamentals.,5,Average,56.9
1332,7.8,62.4,47.9,Shows excellent analytical thinking but needs significant improvement in fundamentals.,9,Average,58.6
1333,1.1,84.2,66.4,Highly engaged in class discussions but needs significant improvement in fundamentals.,0,Average,59.5
1334,2.0,87.5,78.6,Highly engaged in class discussions and outstanding performance this semester.,1,Average,63.8
1335,1.4,64.6,62.9,Struggling with algebra concepts and inconsistent attendance affecting performance.,2,Dropout Risk,49.6
1336,1.4,75.4,43.3,Frequently distracted during lectures and struggling with algebra concepts.,8,Dropout Risk,52.7
1337,8.7,78.2,76.0,Demonstrates great understanding of core concepts and outstanding performance this semester.,4,Average,84.2
1338,7.3,74.8,94.1,Demonstrates great understanding of core concepts and outstanding performance this semester.,9,Average,87.2
1339,5.3,64.8,63.0,Demonstrates great understanding of core concepts but inconsistent attendance affecting performance.,9,Average,57.2
1340,1.9,76.8,53.0,Struggling with algebra concepts and frequently distracted during lectures.,1,Dropout Risk,49.7
1341,5.4,90.0,66.6,Shows excellent analytical thinking and highly engaged in class discussions.,9,Average,75.7
1342,5.3,62.8,42.9,Demonstrates great understanding of core concepts but frequently distracted during lectures.,4,Dropout Risk,46.7
1343,2.6,63.2,89.2,Outstanding performance this semester but finds it difficult to keep up with the pace.,4,Average,64.6
1344,4.9,74.2,89.6,Outstanding performance this semester.,0,Average,75.8
1345,4.6,97.7,75.3,Outstanding performance this semester and active participant and eager to learn.,2,Average,75.7
1346,6.5,86.7,61.2,Demonstrates great understanding of core concepts and highly engaged in class discussions.,4,Average,78.6
1347,6.7,87.1,88.0,Outstanding performance this semester and consistently submits assignments on time.,8,Average,86.5
1348,1.4,74.5,73.3,Needs significant improvement in fundamentals.,9,Average,64.0
1349,4.4,83.7,89.6,Outstanding performance this semester and highly engaged in class discussions.,0,Average,71.3
1350,6.6,60.4,77.9,Finds it difficult to keep up with the pace but outstanding performance this semester.,7,Average,73.2
1351,5.5,85.4,87.1,Consistently submits assignments on time and shows excellent analytical thinking.,0,Average,80.2
1352,8.7,96.5,75.9,Highly engaged in class discussions and outstanding performance this semester.,8,Average,84.5
1353,6.9,84.5,64.8,Shows excellent analytical thinking and consistently submits assignments on time.,5,Average,80.3
1354,2.5,94.9,97.5,Consistently submits assignments on time and outstanding performance this semester.,0,Average,87.7
1355,1.6,89.0,72.5,Active participant and eager to learn but needs significant improvement in fundamentals.,7,Average,61.3
1356,6.8,64.8,76.3,Inconsistent attendance affecting performance but outstanding performance this semester.,4,Average,76.2
1357,1.2,96.1,53.2,Needs significant improvement in fundamentals but consistently submits assignments on time.,6,Average,54.9
1358,6.3,62.7,77.5,Inconsistent attendance affecting performance but outstanding performance this semester.,6,Average,68.2
1359,9.5,81.4,74.3,Active participant and eager to learn and shows excellent analytical thinking.,6,Average,78.1
1360,6.2,65.7,51.1,Shows excellent analytical thinking but needs significant improvement in fundamentals.,5,Average,58.2
1361,4.5,60.5,43.6,Frequently distracted during lectures and inconsistent attendance affecting performance.,7,Dropout Risk,44.3
1362,6.8,76.9,76.3,Shows excellent analytical thinking and outstanding performance this semester.,8,Average,85.9
1363,5.1,71.8,85.8,Outstanding performance this semester and demonstrates great understanding of core concepts.,1,Average,73.2
1364,5.9,79.4,71.4,Demonstrates great understanding of core concepts.,6,Average,71.4
1365,9.5,83.1,53.6,Needs significant improvement in fundamentals but shows excellent analytical thinking.,1,Average,84.0
1366,4.5,61.7,80.0,Outstanding performance this semester but finds it difficult to keep up with the pace.,5,Average,60.6
1367,9.7,64.9,44.8,Demonstrates great understanding of core concepts but frequently distracted during lectures.,1,Average,67.3
1368,9.1,82.3,66.5,Consistently submits assignments on time and shows excellent analytical thinking.,9,Average,83.7
1369,2.8,73.7,49.8,Needs significant improvement in fundamentals.,5,Average,56.9
1370,1.6,89.2,51.1,Highly engaged in class discussions but frequently distracted during lectures.,1,Average,55.4
1371,1.9,86.1,52.1,Frequently distracted during lectures but consistently submits assignments on time.,0,Average,54.6
1372,1.2,93.8,63.2,Active participant and eager to learn but needs significant improvement in fundamentals.,6,Average,57.9
1373,1.8,87.7,43.1,Active participant and eager to learn but needs significant improvement in fundamentals.,2,Dropout Risk,52.0
1374,7.1,77.2,63.9,Shows excellent analytical thinking.,3,Average,74.7
1375,1.6,86.9,70.7,Active participant and eager to learn but needs significant improvement in fundamentals.,5,Average,54.9
1376,3.9,71.0,69.0,Frequently distracted during lectures.,4,Average,62.7
1377,8.6,72.3,63.0,Demonstrates great understanding of core concepts.,3,Average,71.6
1378,1.2,91.6,90.3,Outstanding performance this semester but struggling with algebra concepts.,8,Average,68.2
1379,8.3,77.9,48.7,Demonstrates great understanding of core concepts but frequently distracted during lectures.,5,Average,69.6
1380,3.5,91.9,70.3,Consistently submits assignments on time.,5,Average,80.8
1381,2.1,92.9,43.7,Needs significant improvement in fundamentals but consistently submits assignments on time.,1,Dropout Risk,52.4
1382,7.3,94.3,44.3,Highly engaged in class discussions but frequently distracted during lectures.,5,Average,64.4
1383,6.7,96.7,74.4,Shows excellent analytical thinking and active participant and eager to learn.,6,Average,81.4
1384,8.9,77.2,74.0,Demonstrates great understanding of core concepts.,7,Average,86.5
1385,7.6,72.8,92.7,Shows excellent analytical thinking and outstanding performance this semester.,7,Top 5%,93.9
1386,8.2,83.3,73.5,Active participant and eager to learn and demonstrates great understanding of core concepts.,8,Average,80.2
1387,3.5,74.8,97.6,Outstanding performance this semester.,9,Average,66.0
1388,2.6,84.0,42.9,Needs significant improvement in fundamentals but consistently submits assignments on time.,2,Average,55.6
1389,7.8,88.2,45.9,Needs significant improvement in fundamentals but demonstrates great understanding of core concepts.,9,Average,65.1
1390,8.3,87.5,42.6,Needs significant improvement in fundamentals but demonstrates great understanding of core concepts.,6,Average,70.1
1391,9.9,75.0,51.1,Shows excellent analytical thinking but frequently distracted during lectures.,6,Average,76.4
1392,4.7,66.7,72.5,Consistently submits assignments on time.,0,Average,65.1
1393,4.3,77.2,78.7,Outstanding performance this semester.,7,Average,73.3
1394,8.0,65.7,42.7,Needs significant improvement in fundamentals but demonstrates great understanding of core concepts.,3,Average,61.3
1395,4.1,95.6,96.8,Outstanding performance this semester and highly engaged in class discussions.,4,Average,80.3
1396,9.4,73.8,90.5,Demonstrates great understanding of core concepts and outstanding performance this semester.,5,Average,91.1
1397,8.7,66.2,57.8,Demonstrates great understanding of core concepts.,2,Average,74.3
1398,4.9,61.0,44.6,Frequently distracted during lectures and inconsistent attendance affecting performance.,4,Dropout Risk,53.7
1399,7.8,85.8,50.2,Frequently distracted during lectures but shows excellent analytical thinking.,9,Average,75.2
1400,7.8,85.5,47.6,Frequently distracted during lectures but shows excellent analytical thinking.,4,Average,76.2
1401,1.9,73.6,47.4,Struggling with algebra concepts and needs significant improvement in fundamentals.,0,Dropout Risk,49.8
1402,9.1,62.9,71.1,Demonstrates great understanding of core concepts but finds it difficult to keep up with the pace.,2,Average,81.5
1403,5.5,76.4,54.8,Frequently distracted during lectures but shows excellent analytical thinking.,2,Average,56.3
1404,8.4,72.4,61.5,Demonstrates great understanding of core concepts.,0,Average,76.1
1405,3.9,87.1,99.4,Highly engaged in class discussions and outstanding performance this semester.,6,Average,81.9
